gene_name	gene_id	mondo_disease_id	mondo_ancestor_id	opentargets_label	rna.value
AMACR	ENSG00000242110	MONDO_0013681	MONDO_0005066	endocrine gland	582.5
CACNA2D4	ENSG00000151062	MONDO_0700244	MONDO_0005071	nerve	582.0
NPHP1	ENSG00000144061	MONDO_0009728	MONDO_0002118	kidney	580.5
RYR1	ENSG00000196218	MONDO_0007783		exocrine gland	579.0
TRPV4	ENSG00000111199	MONDO_0019056	MONDO_0005071	brain	567.0
COL11A2	ENSG00000204248	MONDO_0008975	MONDO_0002081	musculature	559.0
DCC	ENSG00000187323	MONDO_0100515	MONDO_0005071	brain	549.5
DZIP1L	ENSG00000158163	MONDO_0009889	MONDO_0002118	bladder organ	542.0
FOXP2	ENSG00000128573	MONDO_0016226	MONDO_0005071	brain	534.0
ROGDI	ENSG00000067836	MONDO_0009185	MONDO_0002051	skin of body	524.5
PDK3	ENSG00000067992	MONDO_0010479	MONDO_0005071	brain	522.5
DAND5	ENSG00000179284	MONDO_0005453	MONDO_0004995	heart	521.0
WRAP53	ENSG00000141499	MONDO_0015780	MONDO_0002051	skin of body	508.5
ALG9	ENSG00000086848	MONDO_0700000	MONDO_0002118	bladder organ	508.0
CRB2	ENSG00000148204	MONDO_0014539	MONDO_0002118	kidney	505.5
WNT10A	ENSG00000135925	MONDO_0100358	MONDO_0002051	skin of body	505.5
EXO1	ENSG00000174371	MONDO_0005835	MONDO_0004335	intestine	499.5
PAX7	ENSG00000009709	MONDO_0018528	MONDO_0002081	musculature	469.0
RANGRF	ENSG00000108961	MONDO_0015263	MONDO_0004995	heart	467.5
MAB21L2	ENSG00000181541	MONDO_0014380	MONDO_0002081	musculature	459.0
FXN	ENSG00000165060	MONDO_0100339	MONDO_0005071	brain	459.0
TIMM8A	ENSG00000126953	MONDO_0010578	MONDO_0005071	brain	455.0
XRCC2	ENSG00000196584	MONDO_0016248	MONDO_0005151	endocrine gland	453.0
ABCC8	ENSG00000006071	MONDO_0015924	MONDO_0004995	heart	449.5
NEUROD1	ENSG00000162992	MONDO_0015967	MONDO_0004335	intestine	444.0
TUBA8	ENSG00000183785	MONDO_0013172	MONDO_0005071	brain	443.0
KATNAL2	ENSG00000167216	MONDO_0100038	MONDO_0005071	spinal cord	438.0
ZNF81	ENSG00000197779	MONDO_0100284	MONDO_0005071	brain	434.0
SERPINF2	ENSG00000167711	MONDO_0009883	MONDO_0005570	spleen	434.0
MAGEL2	ENSG00000254585	MONDO_0014243	MONDO_0005071	brain	433.0
TPK1	ENSG00000196511	MONDO_0009723	MONDO_0044970	musculature	428.0
TWIST1	ENSG00000122691	MONDO_0007399	MONDO_0002081	musculature	421.0
TWIST1	ENSG00000122691	MONDO_0007042	MONDO_0002081	musculature	421.0
GRHL2	ENSG00000083307	MONDO_0019497	MONDO_0005071	brain	417.5
TBX4	ENSG00000121075	MONDO_0015924	MONDO_0004995	vasculature	406.0
KCNJ10	ENSG00000177807	MONDO_0023069	MONDO_0024623	pharynx	391.0
FAAP24	ENSG00000131944	MONDO_0016537	MONDO_0005046	immune organ	386.0
NHLRC1	ENSG00000187566	MONDO_0009697	MONDO_0005071	brain	383.0
SCN3B	ENSG00000166257	MONDO_0011001	MONDO_0004995	heart	383.0
MARVELD2	ENSG00000152939	MONDO_0019497	MONDO_0005071	brain	382.5
CFAP43	ENSG00000197748	MONDO_0009366	MONDO_0005071	brain	367.0
CRH	ENSG00000147571	MONDO_0005027	MONDO_0005071	brain	367.0
CHRNA7	ENSG00000175344	MONDO_0005027	MONDO_0005071	brain	363.0
ADRA2B	ENSG00000274286	MONDO_0005027	MONDO_0005071	nerve	361.0
IL1RAPL1	ENSG00000169306	MONDO_0019181	MONDO_0005071	brain	358.5
RET	ENSG00000165731	MONDO_0008082	MONDO_0005151	endocrine gland	357.5
RET	ENSG00000165731	MONDO_0008234	MONDO_0005151	endocrine gland	357.5
RLBP1	ENSG00000140522	MONDO_0100444	MONDO_0005071	brain	354.0
CRPPA	ENSG00000214960	MONDO_0100530	MONDO_0005071	brain	353.5
CACNA1F	ENSG00000102001	MONDO_0700243	MONDO_0005071	brain	334.0
MSX1	ENSG00000163132	MONDO_0007129	MONDO_0002081	musculature	329.0
LIPT1	ENSG00000144182	MONDO_0009723	MONDO_0044970	musculature	322.5
GIPC3	ENSG00000179855	MONDO_0019497	MONDO_0005071	nerve	317.0
THPO	ENSG00000090534	MONDO_0008554	MONDO_0002081	musculature	317.0
AVPR1A	ENSG00000166148	MONDO_0005258	MONDO_0005071	nerve	312.0
OTOGL	ENSG00000165899	MONDO_0019497	MONDO_0005071	brain	308.5
ABCB6	ENSG00000115657	MONDO_0014169	MONDO_0002051	skin of body	305.0
NOG	ENSG00000183691	MONDO_0100521	MONDO_0002081	skeletal element	294.0
RDH5	ENSG00000135437	MONDO_0100443	MONDO_0005071	nerve	285.0
PDE6A	ENSG00000132915	MONDO_0700224	MONDO_0005071	brain	283.0
KYNU	ENSG00000115919	MONDO_0060555	MONDO_0004995	heart	281.0
ZNF674	ENSG00000251192	MONDO_0100284	MONDO_0005071	brain	279.0
SOX3	ENSG00000134595	MONDO_0800474	MONDO_0005071	brain	277.0
PJVK	ENSG00000204311	MONDO_0019497	MONDO_0005071	brain	268.0
F12	ENSG00000131187	MONDO_0012526	MONDO_0002051	skin of body	260.0
PDE6C	ENSG00000095464	MONDO_0019118	MONDO_0005071	brain	252.0
MSX2	ENSG00000120149	MONDO_0018953	MONDO_0005071	brain	252.0
LOXHD1	ENSG00000167210	MONDO_0019497	MONDO_0005071	brain	248.0
HPDL	ENSG00000186603	MONDO_0009723	MONDO_0005071	brain	243.0
CACNA1D	ENSG00000157388	MONDO_0013960	MONDO_0004995	heart	242.0
KCNE3	ENSG00000175538	MONDO_0015263	MONDO_0004995	heart	240.0
SLC52A3	ENSG00000101276	MONDO_0024537	MONDO_0005071	brain	232.0
SOX10	ENSG00000100146	MONDO_0013202	MONDO_0004335	colon	231.0
FMO5	ENSG00000131781	MONDO_0005453	MONDO_0004995	vasculature	229.0
RFX6	ENSG00000185002	MONDO_0015967	MONDO_0004335	intestine	221.0
PHOX2B	ENSG00000109132	MONDO_0020493	MONDO_0004335	intestine	213.5
SLC17A8	ENSG00000179520	MONDO_0019497	MONDO_0005071	brain	197.5
OTOG	ENSG00000188162	MONDO_0019497	MONDO_0005071	brain	197.0
NGF	ENSG00000134259	MONDO_0015364	MONDO_0005071	nerve	190.0
GJB3	ENSG00000188910	MONDO_0019497	MONDO_0005071	brain	188.0
IMPG1	ENSG00000112706	MONDO_0019118	MONDO_0005071	brain	181.0
IMPG1	ENSG00000112706	MONDO_0014508	MONDO_0005071	brain	181.0
RPE65	ENSG00000116745	MONDO_0100368	MONDO_0005071	brain	174.5
RPE65	ENSG00000116745	MONDO_0100452	MONDO_0005071	brain	174.5
NTRK1	ENSG00000198400	MONDO_0009746	MONDO_0005071	brain	169.0
TSPEAR	ENSG00000175894	MONDO_0019497	MONDO_0005071	brain	169.0
KLKB1	ENSG00000164344	MONDO_0012901	MONDO_0005570	blood	163.5
RS1	ENSG00000102104	MONDO_0010725	MONDO_0005071	brain	154.0
SMPX	ENSG00000091482	MONDO_0019497	MONDO_0005071	brain	154.0
MAK	ENSG00000111837	MONDO_0700229	MONDO_0005071	brain	146.0
CNGA1	ENSG00000198515	MONDO_0800405	MONDO_0005071	nerve	143.0
ILDR1	ENSG00000145103	MONDO_0019497	MONDO_0005071	brain	143.0
PTPRQ	ENSG00000139304	MONDO_0019588	MONDO_0005071	nerve	141.0
GRM6	ENSG00000113262	MONDO_0800397	MONDO_0005071	brain	138.0
MSX2	ENSG00000120149	MONDO_0011481	MONDO_0002081	musculature	137.0
EYS	ENSG00000188107	MONDO_0800391	MONDO_0005071	brain	135.0
SLC5A7	ENSG00000115665	MONDO_0008024	MONDO_0005071	brain	134.0
ESRRB	ENSG00000119715	MONDO_0019497	MONDO_0005071	brain	132.0
GJB2	ENSG00000165474	MONDO_0019497	MONDO_0005071	spinal cord	123.0
F10	ENSG00000126218	MONDO_0009212	MONDO_0005570	spleen	120.0
SLC34A1	ENSG00000131183	MONDO_0014851	MONDO_0005066	liver	113.5
PROC	ENSG00000115718	MONDO_0019145	MONDO_0005570	blood	113.0
CFAP43	ENSG00000197748	MONDO_0016575	MONDO_0005087	lung	111.5
RDH12	ENSG00000139988	MONDO_0800099	MONDO_0005071	brain	108.0
TRPV4	ENSG00000111199	MONDO_0018240	MONDO_0002081	musculature	103.0
ALAS2	ENSG00000158578	MONDO_0010420	MONDO_0004335	esophagus	97.5
KIF5A	ENSG00000155980	MONDO_0060670		exocrine gland	96.5
NHEJ1	ENSG00000187736	MONDO_0012650	MONDO_0005046	immune organ	94.0
PLG	ENSG00000122194	MONDO_0009009	MONDO_0005570	blood	88.5
LMX1B	ENSG00000136944	MONDO_0008061	MONDO_0002081	skeletal element	86.0
COL2A1	ENSG00000139219	MONDO_0007895	MONDO_0002081	skeletal element	85.0
COL2A1	ENSG00000139219	MONDO_0014701	MONDO_0002081	skeletal element	85.0
COL2A1	ENSG00000139219	MONDO_0010078	MONDO_0002081	skeletal element	85.0
COL2A1	ENSG00000139219	MONDO_0016763	MONDO_0002081	skeletal element	85.0
COL2A1	ENSG00000139219	MONDO_1030002	MONDO_0002081	skeletal element	85.0
COL2A1	ENSG00000139219	MONDO_0012206	MONDO_0002081	skeletal element	85.0
COL2A1	ENSG00000139219	MONDO_0008702	MONDO_0002081	skeletal element	85.0
COL2A1	ENSG00000139219	MONDO_0008471	MONDO_0002081	skeletal element	85.0
COL2A1	ENSG00000139219	MONDO_0007987	MONDO_0002081	skeletal element	85.0
P2RX2	ENSG00000187848	MONDO_0019497	MONDO_0005071	brain	82.0
PIK3R2	ENSG00000105647	MONDO_0100283	MONDO_0005071	brain	80.0
A2ML1	ENSG00000166535	MONDO_0018997	MONDO_0005046	immune organ	77.0
TRPM1	ENSG00000134160	MONDO_0800402	MONDO_0005071	spinal cord	77.0
HOXA1	ENSG00000105991	MONDO_0000508	MONDO_0005071	spinal cord	76.0
PAX4	ENSG00000106331	MONDO_0015967	MONDO_0004335	intestine	71.5
HRG	ENSG00000113905	MONDO_0013143	MONDO_0005570	blood	71.5
SLC6A4	ENSG00000108576	MONDO_0005258	MONDO_0005071	nerve	69.0
GRK1	ENSG00000185974	MONDO_0019152	MONDO_0005071	brain	67.0
USH1G	ENSG00000182040	MONDO_0019497	MONDO_0005071	brain	61.0
RD3	ENSG00000198570	MONDO_0700235	MONDO_0005071	brain	57.5
TMC1	ENSG00000165091	MONDO_0019497	MONDO_0005071	spinal cord	57.0
TMC1	ENSG00000165091	MONDO_0010967	MONDO_0005071	spinal cord	57.0
AIPL1	ENSG00000129221	MONDO_0100438	MONDO_0005071	brain	55.0
IMPG2	ENSG00000081148	MONDO_0700241	MONDO_0005071	brain	55.0
FGA	ENSG00000171560	MONDO_0018060	MONDO_0005570	blood	53.5
COL10A1	ENSG00000123500	MONDO_0007983	MONDO_0002081	skeletal element	51.5
KCNE2	ENSG00000159197	MONDO_0002442	MONDO_0004995	vasculature	51.0
SERPIND1	ENSG00000099937	MONDO_0012876	MONDO_0005570	blood	49.5
THPO	ENSG00000090534	MONDO_0800451	MONDO_0005570	spleen	48.0
PCARE	ENSG00000179270	MONDO_0800404	MONDO_0005071	nerve	47.0
FGG	ENSG00000171557	MONDO_0018060	MONDO_0005570	blood	46.0
KBTBD13	ENSG00000234438	MONDO_0012237	MONDO_0002081	musculature	39.0
H1-4	ENSG00000168298	MONDO_0000508	MONDO_0005071	brain	39.0
SERPINC1	ENSG00000117601	MONDO_0013144	MONDO_0005570	blood	38.0
F7	ENSG00000057593	MONDO_0002244	MONDO_0005570	blood	36.0
FGB	ENSG00000171564	MONDO_0018060	MONDO_0005570	blood	35.5
OTOA	ENSG00000155719	MONDO_0019497	MONDO_0005071	brain	35.0
PDE6G	ENSG00000185527	MONDO_0019118	MONDO_0005071	brain	30.0
KCNV2	ENSG00000168263	MONDO_0019118	MONDO_0005071	brain	30.0
KMO	ENSG00000117009	MONDO_0019975	MONDO_0002051	skin of body	29.0
KCNE5	ENSG00000176076	MONDO_0015263	MONDO_0004995	heart	28.0
CASR	ENSG00000036828	MONDO_0009397	MONDO_0005151	endocrine gland	27.0
NYX	ENSG00000188937	MONDO_0800407	MONDO_0005071	brain	26.0
GUCY2D	ENSG00000132518	MONDO_0100453	MONDO_0005071	brain	25.0
GUCY2D	ENSG00000132518	MONDO_0100441	MONDO_0005071	brain	25.0
CASR	ENSG00000036828	MONDO_0005027	MONDO_0005071	brain	25.0
CNGB3	ENSG00000170289	MONDO_0100446	MONDO_0005071	brain	23.0
FOXI1	ENSG00000168269	MONDO_0023069	MONDO_0024623	pharynx	23.0
FOXI1	ENSG00000168269	MONDO_0005365	MONDO_0005071	brain	22.0
CLDN14	ENSG00000159261	MONDO_0019497	MONDO_0005071	nerve	19.0
AGTR2	ENSG00000180772	MONDO_0100148	MONDO_0005071	brain	19.0
SCN10A	ENSG00000185313	MONDO_0011001	MONDO_0004995	heart	16.0
RAB40AL	ENSG00000102128	MONDO_0020119	MONDO_0005071	brain	13.0
F2	ENSG00000180210	MONDO_0013361	MONDO_0005570	blood	11.0
F2	ENSG00000180210	MONDO_0008559	MONDO_0005570	blood	11.0
KNG1	ENSG00000113889	MONDO_0009234	MONDO_0005570	blood	9.0
PROKR2	ENSG00000101292	MONDO_0009482	MONDO_0005039	reproductive organ	8.0
DNAH8	ENSG00000124721	MONDO_0016575	MONDO_0005087	lung	8.0
ALX1	ENSG00000180318	MONDO_0013271	MONDO_0002081	musculature	8.0
CEACAM16	ENSG00000213892	MONDO_0019497	MONDO_0005071	brain	7.0
TERT	ENSG00000164362	MONDO_0013521	MONDO_0002051	skin of body	6.0
FOXN1	ENSG00000109101	MONDO_0011132	MONDO_0005046	immune organ	6.0
RP1	ENSG00000104237	MONDO_0800399	MONDO_0005071	brain	5.5
RP1	ENSG00000104237	MONDO_0800400	MONDO_0005071	brain	5.5
CPA6	ENSG00000165078	MONDO_0005027	MONDO_0005071	spinal cord	5.0
POU4F3	ENSG00000091010	MONDO_0019497	MONDO_0005071	spinal cord	4.0
F11	ENSG00000088926	MONDO_0012897	MONDO_0005570	spleen	3.0
GDF2	ENSG00000263761	MONDO_0015924	MONDO_0004995	heart	3.0
GDF2	ENSG00000263761	MONDO_0014217	MONDO_0004995	heart	3.0
FOXE3	ENSG00000186790	MONDO_0019625	MONDO_0004995	vasculature	3.0
F9	ENSG00000101981	MONDO_0010604	MONDO_0005570	spleen	1.0
PRKACG	ENSG00000165059	MONDO_0014518	MONDO_0005570	blood	1.0
F9	ENSG00000101981	MONDO_0010432	MONDO_0005570	spleen	1.0
GRXCR1	ENSG00000215203	MONDO_0019497	MONDO_0005071	brain	1.0
ALX3	ENSG00000156150	MONDO_0007636	MONDO_0002081	musculature	1.0
DSPP	ENSG00000152591	MONDO_0018849	MONDO_0006858	oral gland	0.0
CALR3	ENSG00000269058	MONDO_0005045	MONDO_0002081	skeletal element	0.0
CABP2	ENSG00000167791	MONDO_0019497	MONDO_0005071	brain	0.0
LRTOMT	ENSG00000284922	MONDO_0012670	MONDO_0005071	brain	0.0
SCO2	ENSG00000284194	MONDO_0009723	MONDO_0044970	brain	0.0
PHOX2B	ENSG00000109132	MONDO_0800026	MONDO_0005071	brain	0.0
F13B	ENSG00000143278	MONDO_0013190	MONDO_0005570	blood	0.0
GRXCR2	ENSG00000204928	MONDO_0019497	MONDO_0005071	brain	0.0
