gene_id	gene_name	disease_label	mondo_disease_id	gene_id_mouse	mp_ancestor_id	mp_ancestor_label	mp_id	mp_label	mouse_phenotype
ENSG00000135249	RINT1	familial ovarian cancer	MONDO_0016248	ENSMUSG00000028999	MP_0005379	endocrine/exocrine gland phenotype	MP_0008000;MP_0001883;MP_0010299;MP_0002041	increased ovary tumor incidence;increased mammary adenocarcinoma incidence;increased mammary gland tumor incidence;increased pituitary adenoma incidence	True
ENSG00000135249	RINT1	familial ovarian cancer	MONDO_0016248	ENSMUSG00000028999	MP_0005389	reproductive system phenotype	MP_0009687;MP_0008000;MP_0003570	empty decidua capsularis;increased ovary tumor incidence;increased uterus leiomyoma incidence	True
ENSG00000135249	RINT1	hereditary breast carcinoma	MONDO_0016419	ENSMUSG00000028999	MP_0002006	neoplasm	MP_0002014;MP_0010309;MP_0009704;MP_0013488;MP_0012431;MP_0002020;MP_0013751;MP_0002947;MP_0008000;MP_0003570;MP_0001883;MP_0002027;MP_0003331;MP_0010299;MP_0002041	increased papilloma incidence;increased mesothelioma incidence;increased skin squamous cell carcinoma incidence;increased keratoacanthoma incidence;increased lymphoma incidence;increased tumor incidence;increased cystadenoma incidence;increased hemangioma incidence;increased ovary tumor incidence;increased uterus leiomyoma incidence;increased mammary adenocarcinoma incidence;increased lung adenocarcinoma incidence;increased hepatocellular carcinoma incidence;increased mammary gland tumor incidence;increased pituitary adenoma incidence	True
ENSG00000135249	RINT1	hereditary breast carcinoma	MONDO_0016419	ENSMUSG00000028999	MP_0005389	reproductive system phenotype	MP_0009687;MP_0008000;MP_0003570	empty decidua capsularis;increased ovary tumor incidence;increased uterus leiomyoma incidence	True
ENSG00000135317	SNX14	autosomal recessive spinocerebellar ataxia 20	MONDO_0014601	ENSMUSG00000032422	MP_0003631	nervous system phenotype	MP_0009142	decreased prepulse inhibition	True
ENSG00000135338	LCA5	LCA5-related retinopathy	MONDO_0100445	ENSMUSG00000032258	MP_0003631	nervous system phenotype	MP_0008586;MP_0003729;MP_0008582;MP_0008587	disorganized photoreceptor outer segment;abnormal photoreceptor outer segment morphology;short photoreceptor inner segment;short photoreceptor outer segment	True
ENSG00000135338	LCA5	LCA5-related retinopathy	MONDO_0100445	ENSMUSG00000032258	MP_0005391	vision/eye phenotype	MP_0008586;MP_0003729;MP_0005103;MP_0008582;MP_0008587;MP_0005253;MP_0003728;MP_0004021;MP_0004022	disorganized photoreceptor outer segment;abnormal photoreceptor outer segment morphology;abnormal retina pigmentation;short photoreceptor inner segment;short photoreceptor outer segment;abnormal eye physiology;abnormal retina photoreceptor layer morphology;abnormal rod electrophysiology;abnormal cone electrophysiology	True
ENSG00000135406	PRPH	amyotrophic lateral sclerosis	MONDO_0004976	ENSMUSG00000023484	MP_0003631	nervous system phenotype	MP_0005404;MP_0000965	abnormal axon morphology;abnormal sensory neuron morphology	True
ENSG00000135437	RDH5	RDH5-related retinopathy	MONDO_0100443	ENSMUSG00000025350	MP_0005391	vision/eye phenotype	MP_0003011;MP_0005551	delayed dark adaptation;abnormal eye electrophysiology	True
ENSG00000135454	B4GALNT1	complex hereditary spastic paraplegia	MONDO_0015150	ENSMUSG00000006731	MP_0003631	nervous system phenotype	MP_0003633	abnormal nervous system physiology	True
ENSG00000135541	AHI1	Joubert syndrome 3	MONDO_0012078	ENSMUSG00000019986	MP_0003631	nervous system phenotype	MP_0009959;MP_0000774;MP_0000851;MP_0008585;MP_0008450;MP_0000886;MP_0009719;MP_0000864	abnormal cerebellar hemisphere morphology;decreased brain size;cerebellum hypoplasia;absent photoreceptor outer segment;retina photoreceptor degeneration;abnormal cerebellar granule layer morphology;reduced cerebellar foliation;abnormal cerebellum vermis morphology	True
ENSG00000135541	AHI1	Joubert syndrome 3	MONDO_0012078	ENSMUSG00000019986	MP_0005378	growth/size/body region phenotype	MP_0001265;MP_0001262;MP_0008489	decreased body size;decreased body weight;slow postnatal weight gain	True
ENSG00000135541	AHI1	Joubert syndrome 3	MONDO_0012078	ENSMUSG00000019986	MP_0005391	vision/eye phenotype	MP_0008585;MP_0006072;MP_0008450;MP_0008515	absent photoreceptor outer segment;abnormal retina apoptosis;retina photoreceptor degeneration;thin retina outer nuclear layer	True
ENSG00000135547	HEY2	congenital heart disease	MONDO_0005453	ENSMUSG00000019789	MP_0005378	growth/size/body region phenotype	MP_0002833;MP_0000276;MP_0005630;MP_0000274;MP_0001732;MP_0002625;MP_0001265	increased heart weight;heart right ventricle hypertrophy;increased lung weight;enlarged heart;postnatal growth retardation;heart left ventricle hypertrophy;decreased body size	True
ENSG00000135547	HEY2	congenital heart disease	MONDO_0005453	ENSMUSG00000019789	MP_0005385	cardiovascular system phenotype	MP_0006138;MP_0010402;MP_0002833;MP_0003140;MP_0031584;MP_0000267;MP_0006113;MP_0000280;MP_0002624;MP_0010019;MP_0002746;MP_0010418;MP_0031633;MP_0000276;MP_0004225;MP_0006045;MP_0001614;MP_0010420;MP_0010595;MP_0000484;MP_0003141;MP_0010457;MP_0000274;MP_0010594;MP_0006044;MP_0010018;MP_0010405;MP_0002753;MP_0005329;MP_0006117;MP_0010403;MP_0008825;MP_0000278;MP_0002625;MP_0000273;MP_0005333;MP_0010601;MP_0000286;MP_0002745;MP_0006046;MP_0002127;MP_0006124;MP_0002754;MP_0005608;MP_0008824;MP_0010617;MP_0010997;MP_0005294;MP_0006123;MP_0010602;MP_0003974;MP_0006128;MP_0005140;MP_0005330;MP_0006047;MP_0010017;MP_0010499;MP_0031131;MP_0000277	congestive heart failure;ventricular septal defect;increased heart weight;dilated heart atrium;thick semilunar valve;abnormal heart development;abnormal heart septum morphology;thin ventricular wall;abnormal tricuspid valve morphology;liver vascular congestion;abnormal semilunar valve morphology;perimembraneous ventricular septal defect;decreased heart left ventricle muscle contractility;heart right ventricle hypertrophy;patent cardiac foramen ovale;mitral valve regurgitation;abnormal blood vessel morphology;muscular ventricular septal defect;abnormal aortic valve cusp morphology;abnormal pulmonary artery morphology;cardiac fibrosis;pulmonary artery stenosis;enlarged heart;thick aortic valve;tricuspid valve regurgitation;pulmonary vascular congestion;ostium secundum atrial septal defect;dilated heart left ventricle;abnormal myocardium layer morphology;aortic valve stenosis;atrial septal defect;abnormal cardiac epithelial to mesenchymal transition;abnormal myocardial fiber morphology;heart left ventricle hypertrophy;overriding aortic valve;decreased heart rate;thick pulmonary valve;abnormal mitral valve morphology;abnormal atrioventricular valve morphology;atrioventricular valve regurgitation;abnormal cardiovascular system morphology;tricuspid valve stenosis;dilated heart right ventricle;cardiac interstitial fibrosis;absent interventricular septum membranous part;thick mitral valve cusps;decreased aorta wall thickness;abnormal heart ventricle morphology;tricuspid valve atresia;abnormal pulmonary valve cusp morphology;abnormal endocardium morphology;pulmonary valve stenosis;decreased cardiac muscle contractility;cardiomyopathy;aortic valve regurgitation;visceral vascular congestion;abnormal ventricle myocardium morphology;myocardial fiber disarray;abnormal heart shape	True
ENSG00000135604	STX11	familial hemophagocytic lymphohistiocytosis 4	MONDO_0011336	ENSMUSG00000039232	MP_0005387	immune system phenotype	MP_0000222;MP_0005078;MP_0020913;MP_0008577;MP_0008553;MP_0005079;MP_0008596;MP_0000221;MP_0002421;MP_0008641;MP_0008566;MP_0003945;MP_0005013;MP_0008791;MP_0003009;MP_0002463;MP_0005070;MP_0008560	decreased neutrophil cell number;abnormal cytotoxic T cell physiology;increased susceptibility to Riboviria infection;increased circulating interferon-gamma level;increased circulating tumor necrosis factor level;decreased cytotoxic T cell cytolysis;increased circulating interleukin-6 level;decreased leukocyte cell number;abnormal cell-mediated immunity;increased circulating interleukin-1 beta level;increased interferon-gamma secretion;abnormal lymphocyte physiology;increased lymphocyte cell number;NK細胞脱顆粒の減少;abnormal cytokine secretion;abnormal neutrophil physiology;NK細胞細胞の溶解障害;increased tumor necrosis factor secretion	True
ENSG00000135903	PAX3	Waardenburg syndrome	MONDO_0018094	ENSMUSG00000004872	MP_0005378	growth/size/body region phenotype	MP_0012547;MP_0001698;MP_0004136;MP_0001265	spina bifida cystica;decreased embryo size;abnormal tongue muscle morphology;decreased body size	True
ENSG00000135917	SLC19A3	Leigh syndrome	MONDO_0009723	ENSMUSG00000038496	MP_0003631	nervous system phenotype	MP_0002229;MP_0003354;MP_0008948	neurodegeneration;astrocytosis;decreased neuron number	True
ENSG00000135917	SLC19A3	Leigh syndrome	MONDO_0009723	ENSMUSG00000038496	MP_0005378	growth/size/body region phenotype	MP_0005150	cachexia	True
ENSG00000135925	WNT10A	ectodermal dysplasia WNT10A related	MONDO_0100358	ENSMUSG00000026167	MP_0010771	integument phenotype	MP_0000674;MP_0000367;MP_0000579;MP_0002075	abnormal sweat gland morphology;abnormal coat/ hair morphology;abnormal nail morphology;abnormal coat/hair pigmentation	True
ENSG00000135929	CYP27A1	cerebrotendinous xanthomatosis	MONDO_0008948	ENSMUSG00000026170	MP_0003631	nervous system phenotype	MP_0002175	decreased brain weight	True
ENSG00000136143	SUCLA2	Leigh syndrome	MONDO_0009723	ENSMUSG00000022110	MP_0005378	growth/size/body region phenotype	MP_0004200	decreased fetal size	True
ENSG00000136160	EDNRB	Waardenburg syndrome type 4A	MONDO_0010192	ENSMUSG00000022122	MP_0005378	growth/size/body region phenotype	MP_0009898;MP_0005170;MP_0003154;MP_0009886;MP_0001732;MP_0009890;MP_0001265;MP_0009652;MP_0000431;MP_0005150;MP_0009655	maxillary shelf hypoplasia;cleft upper lip;abnormal soft palate morphology;failure of palatal shelf elevation;postnatal growth retardation;cleft secondary palate;decreased body size;abnormal palatal rugae morphology;absent palatine bone horizontal plate;cachexia;abnormal secondary palate development	True
ENSG00000136160	EDNRB	Waardenburg syndrome type 4A	MONDO_0010192	ENSMUSG00000022122	MP_0005381	digestive/alimentary phenotype	MP_0003270;MP_0002731;MP_0009898;MP_0010155;MP_0014484;MP_0003154;MP_0009886;MP_0009890;MP_0009652;MP_0000495;MP_0000511;MP_0000431;MP_0002926;MP_0009655;MP_0013795;MP_0004842;MP_0008786	intestinal obstruction;megacolon;maxillary shelf hypoplasia;abnormal intestine physiology;decreased feces water content;abnormal soft palate morphology;failure of palatal shelf elevation;cleft secondary palate;abnormal palatal rugae morphology;abnormal colon morphology;abnormal intestinal mucosa morphology;absent palatine bone horizontal plate;aganglionic megacolon;abnormal secondary palate development;abnormal colon goblet cell morphology;abnormal large intestine crypts of Lieberkuhn morphology;abnormal hindgut morphology	True
ENSG00000136238	RAC1	syndromic intellectual disability	MONDO_0000508	ENSMUSG00000001847	MP_0005386	behavior/neurological phenotype	MP_0001399	hyperactivity	True
ENSG00000136280	CCM2	cerebral cavernous malformation 2	MONDO_0011304	ENSMUSG00000000378	MP_0003631	nervous system phenotype	MP_0001915;MP_0004950	intracranial hemorrhage;abnormal brain vasculature morphology	True
ENSG00000136352	NKX2-1	NKX2-1 related choreoathetosis and congenital hypothyroidism with or without pulmonary dysfunction	MONDO_0100520	ENSMUSG00000001496	MP_0005379	endocrine/exocrine gland phenotype	MP_0013490;MP_0014198;MP_0003421;MP_0013337;MP_0004852;MP_0008288;MP_0005314;MP_0003816;MP_0013352;MP_0014269;MP_0002786;MP_0002951;MP_0004696;MP_0013351;MP_0005315	absent infundibular recess of third ventricle;absent pituitary infundibular stalk;abnormal thyroid gland development;abnormal adenohypophysis development;decreased testis weight;abnormal adrenal cortex morphology;absent thyroid gland;abnormal pituitary gland development;abnormal Rathke's pouch apoptosis;decreased testes secretion;abnormal Leydig cell morphology;small thyroid gland;abnormal thyroid follicle morphology;abnormal Rathke's pouch development;absent pituitary gland	True
ENSG00000136383	ALPK3	hypertrophic cardiomyopathy	MONDO_0005045	ENSMUSG00000038763	MP_0005385	cardiovascular system phenotype	MP_0003393;MP_0005140;MP_0002953;MP_0006264;MP_0010545;MP_0031633;MP_0002753;MP_0010724;MP_0000278;MP_0001625;MP_0005329;MP_0000274;MP_0010754;MP_0011952;MP_0005330;MP_0006267;MP_0010579;MP_0002833;MP_0010633	decreased cardiac output;decreased cardiac muscle contractility;thick ventricular wall;decreased systemic arterial systolic blood pressure;abnormal heart layer morphology;decreased heart left ventricle muscle contractility;dilated heart left ventricle;thick interventricular septum;abnormal myocardial fiber morphology;cardiac hypertrophy;abnormal myocardium layer morphology;enlarged heart;abnormal heart left ventricle pressure;decreased cardiac stroke volume;cardiomyopathy;abnormal intercalated disk morphology;increased heart left ventricle size;increased heart weight;myocardium hypertrophy	True
ENSG00000136425	CIB2	nonsyndromic genetic hearing loss	MONDO_0019497	ENSMUSG00000037493	MP_0003631	nervous system phenotype	MP_0004529;MP_0004431;MP_0004527;MP_0004532;MP_0004413;MP_0011061;MP_0002622;MP_0004517;MP_0009142;MP_0004434;MP_0004515;MP_0004362	decreased outer hair cell stereocilia number;abnormal hair cell mechanoelectric transduction;abnormal outer hair cell stereociliary bundle morphology;abnormal inner hair cell stereociliary bundle morphology;absent cochlear microphonics;abnormal inner hair cell kinocilium morphology;abnormal cochlear hair cell morphology;decreased vestibular hair cell stereocilia number;decreased prepulse inhibition;abnormal cochlear outer hair cell physiology;abnormal vestibular hair cell stereociliary bundle morphology;cochlear hair cell degeneration	True
ENSG00000136425	CIB2	nonsyndromic genetic hearing loss	MONDO_0019497	ENSMUSG00000037493	MP_0005377	hearing/vestibular/ear phenotype	MP_0001967;MP_0004529;MP_0004431;MP_0004527;MP_0004532;MP_0004413;MP_0011061;MP_0011967;MP_0001963;MP_0002102;MP_0002622;MP_0004517;MP_0004434;MP_0004515;MP_0004737;MP_0004738;MP_0004362;MP_0014406	deafness;decreased outer hair cell stereocilia number;abnormal hair cell mechanoelectric transduction;abnormal outer hair cell stereociliary bundle morphology;abnormal inner hair cell stereociliary bundle morphology;absent cochlear microphonics;abnormal inner hair cell kinocilium morphology;increased or absent threshold for auditory brainstem response;abnormal hearing physiology;abnormal ear morphology;abnormal cochlear hair cell morphology;decreased vestibular hair cell stereocilia number;abnormal cochlear outer hair cell physiology;abnormal vestibular hair cell stereociliary bundle morphology;absent distortion product otoacoustic emissions;abnormal auditory brainstem response;cochlear hair cell degeneration;increased or absent distortion product otoacoustic emission threshold	True
ENSG00000136425	CIB2	nonsyndromic genetic hearing loss	MONDO_0019497	ENSMUSG00000037493	MP_0005386	behavior/neurological phenotype	MP_0001486;MP_0001489;MP_0001513;MP_0001525;MP_0000745	abnormal startle reflex;decreased startle reflex;limb grasping;impaired balance;tremors	True
ENSG00000136451	VEZF1	dilated cardiomyopathy	MONDO_0005021	ENSMUSG00000018377	MP_0005385	cardiovascular system phenotype	MP_0001634;MP_0002672;MP_0003658;MP_0000265;MP_0001614;MP_0006055;MP_0000260;MP_0001914	internal hemorrhage;abnormal pharyngeal arch artery morphology;abnormal capillary morphology;blood vessel atresia;abnormal blood vessel morphology;abnormal vascular endothelial cell morphology;abnormal angiogenesis;hemorrhage	True
ENSG00000136463	TACO1	Leigh syndrome	MONDO_0009723	ENSMUSG00000001983	MP_0003631	nervous system phenotype	MP_0000876;MP_0012065;MP_0001059;MP_0020434	Purkinje cell degeneration;increased astrocyte number;optic nerve atrophy;increased astrocyte size	True
ENSG00000136463	TACO1	Leigh syndrome	MONDO_0009723	ENSMUSG00000001983	MP_0005378	growth/size/body region phenotype	MP_0002833;MP_0001625	increased heart weight;cardiac hypertrophy	True
ENSG00000136492	BRIP1	Fanconi anemia complementation group J	MONDO_0012187	ENSMUSG00000034329	MP_0005378	growth/size/body region phenotype	MP_0002016	ovary cyst	True
ENSG00000136492	BRIP1	Fanconi anemia complementation group J	MONDO_0012187	ENSMUSG00000034329	MP_0005397	hematopoietic system phenotype	MP_0002590;MP_0003179	increased mean corpuscular volume;thrombocytopenia	True
ENSG00000136492	BRIP1	familial ovarian cancer	MONDO_0016248	ENSMUSG00000034329	MP_0002006	neoplasm	MP_0013538;MP_0012431;MP_0010383;MP_0009308;MP_0002041;MP_0002020	increased Harderian gland adenoma incidence;increased lymphoma incidence;increased adenoma incidence;increased adenocarcinoma incidence;increased pituitary adenoma incidence;increased tumor incidence	True
ENSG00000136492	BRIP1	familial ovarian cancer	MONDO_0016248	ENSMUSG00000034329	MP_0005379	endocrine/exocrine gland phenotype	MP_0004852;MP_0013538;MP_0002016;MP_0002776;MP_0001940;MP_0003205;MP_0011125;MP_0002041;MP_0002216;MP_0001147;MP_0003582;MP_0011750	decreased testis weight;increased Harderian gland adenoma incidence;ovary cyst;increased Sertoli cell number;testis hypoplasia;testicular atrophy;decreased primary ovarian follicle number;increased pituitary adenoma incidence;abnormal seminiferous tubule morphology;small testis;abnormal ovary development;abnormal seminiferous tubule epithelium morphology	True
ENSG00000136492	BRIP1	familial ovarian cancer	MONDO_0016248	ENSMUSG00000034329	MP_0005389	reproductive system phenotype	MP_0002685;MP_0014617;MP_0001935;MP_0004852;MP_0002016;MP_0002776;MP_0011751;MP_0001940;MP_0008966;MP_0003205;MP_0011125;MP_0002216;MP_0008392;MP_0001147;MP_0030935;MP_0001921;MP_0002687;MP_0003582;MP_0030934;MP_0009092;MP_0011750	abnormal spermatogonia proliferation;decreased spermatogonia number;decreased litter size;decreased testis weight;ovary cyst;increased Sertoli cell number;abnormal X-Y chromosome synapsis during male meiosis;testis hypoplasia;abnormal chiasmata formation;testicular atrophy;decreased primary ovarian follicle number;abnormal seminiferous tubule morphology;decreased primordial germ cell number;small testis;increased primordial germ cell apoptosis;reduced fertility;oligozoospermia;abnormal ovary development;decreased primordial germ cell proliferation;endometrium hyperplasia;abnormal seminiferous tubule epithelium morphology	True
ENSG00000136492	BRIP1	hereditary breast carcinoma	MONDO_0016419	ENSMUSG00000034329	MP_0002006	neoplasm	MP_0013538;MP_0012431;MP_0010383;MP_0009308;MP_0002041;MP_0002020	increased Harderian gland adenoma incidence;increased lymphoma incidence;increased adenoma incidence;increased adenocarcinoma incidence;increased pituitary adenoma incidence;increased tumor incidence	True
ENSG00000136492	BRIP1	hereditary breast carcinoma	MONDO_0016419	ENSMUSG00000034329	MP_0005389	reproductive system phenotype	MP_0002685;MP_0014617;MP_0001935;MP_0004852;MP_0002016;MP_0002776;MP_0011751;MP_0001940;MP_0008966;MP_0003205;MP_0011125;MP_0002216;MP_0008392;MP_0001147;MP_0030935;MP_0001921;MP_0002687;MP_0003582;MP_0030934;MP_0009092;MP_0011750	abnormal spermatogonia proliferation;decreased spermatogonia number;decreased litter size;decreased testis weight;ovary cyst;increased Sertoli cell number;abnormal X-Y chromosome synapsis during male meiosis;testis hypoplasia;abnormal chiasmata formation;testicular atrophy;decreased primary ovarian follicle number;abnormal seminiferous tubule morphology;decreased primordial germ cell number;small testis;increased primordial germ cell apoptosis;reduced fertility;oligozoospermia;abnormal ovary development;decreased primordial germ cell proliferation;endometrium hyperplasia;abnormal seminiferous tubule epithelium morphology	True
ENSG00000136531	SCN2A	complex neurodevelopmental disorder	MONDO_0100038	ENSMUSG00000075318	MP_0003631	nervous system phenotype	MP_0002206;MP_0002272;MP_0005402;MP_0014379;MP_0003484;MP_0005277	abnormal CNS synaptic transmission;abnormal nervous system electrophysiology;abnormal action potential;decreased excitatory postsynaptic current frequency;abnormal channel response;abnormal brainstem morphology	True
ENSG00000136535	TBR1	complex neurodevelopmental disorder	MONDO_0100038	ENSMUSG00000035033	MP_0003631	nervous system phenotype	MP_0005237;MP_0010059;MP_0014378;MP_0008225;MP_0009947;MP_0009948;MP_0009954;MP_0002739;MP_0004101;MP_0009951;MP_0003054;MP_0000783;MP_0014382;MP_0009955;MP_0000818;MP_0000774;MP_0009941;MP_0005267;MP_0002184;MP_0004811	abnormal olfactory tract morphology;olfactory bulb hypoplasia;increased excitatory postsynaptic current frequency;abnormal anterior commissure morphology;abnormal olfactory bulb external plexiform layer morphology;abnormal olfactory bulb glomerular layer morphology;abnormal mitral cell morphology;abnormal olfactory bulb development;abnormal brain interneuron morphology;abnormal olfactory bulb mitral cell layer morphology;spina bifida;abnormal forebrain morphology;increased miniature inhibitory postsynaptic current frequency;abnormal olfactory bulb tufted cell morphology;abnormal amygdala morphology;decreased brain size;abnormal olfactory bulb interneuron morphology;abnormal olfactory cortex morphology;abnormal innervation;abnormal neuron physiology	True
ENSG00000136573	BLK	monogenic diabetes	MONDO_0015967	ENSMUSG00000014453	MP_0005379	endocrine/exocrine gland phenotype	MP_0001146;MP_0001147	abnormal testis morphology;small testis	True
ENSG00000136574	GATA4	structural congenital heart disease, multiple types - GATA4	MONDO_0100009	ENSMUSG00000021944	MP_0005378	growth/size/body region phenotype	MP_0001698;MP_0003984	decreased embryo size;embryonic growth retardation	True
ENSG00000136574	GATA4	structural congenital heart disease, multiple types - GATA4	MONDO_0100009	ENSMUSG00000021944	MP_0005385	cardiovascular system phenotype	MP_0010593;MP_0010454;MP_0010585;MP_0004056;MP_0010556;MP_0004062;MP_0010412;MP_0000284;MP_0004486;MP_0001914;MP_0010413;MP_0010605;MP_0000270;MP_0011395;MP_0004187;MP_0010607;MP_0010402;MP_0002652;MP_0004484;MP_0010463;MP_0010403;MP_0003140;MP_0006128;MP_0004007;MP_0000267;MP_0000280;MP_0006046;MP_0002127;MP_0000281;MP_0010503;MP_0004225;MP_0012081;MP_0000266;MP_0003105;MP_0010432;MP_0010561;MP_0005294;MP_0009328	thick aortic valve cusps;abnormal truncus arteriosus septation;abnormal conotruncal ridge morphology;abnormal myocardium compact layer morphology;thin ventricle myocardium compact layer;dilated heart right atrium;atrioventricular septal defect;double outlet right ventricle;decreased response of heart to induced stress;hemorrhage;complete atrioventricular septal defect;thick pulmonary valve cusps;abnormal heart tube morphology;decreased fetal cardiomyocyte proliferation;cardia bifida;common atrioventricular valve;ventricular septal defect;thin myocardium;abnormal response of heart to induced stress;aorta stenosis;atrial septal defect;dilated heart atrium;pulmonary valve stenosis;abnormal lung vasculature morphology;abnormal heart development;thin ventricular wall;atrioventricular valve regurgitation;abnormal cardiovascular system morphology;abnormal interventricular septum morphology;myocardial trabeculae hypoplasia;patent cardiac foramen ovale;absent heart tube;abnormal heart morphology;abnormal heart atrium morphology;common ventricle;absent coronary vessels;abnormal heart ventricle morphology;delayed heart looping	True
ENSG00000136634	IL10	immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections syndrome	MONDO_0016542	ENSMUSG00000016529	MP_0005381	digestive/alimentary phenotype	MP_0009310;MP_0000490;MP_0002816;MP_0003304;MP_0000488;MP_0000493;MP_0000479;MP_0003306;MP_0010155;MP_0001858;MP_0000511;MP_0002957;MP_0000495;MP_0008537;MP_0009314;MP_0000489;MP_0009481	increased large intestine adenocarcinoma incidence;abnormal crypts of Lieberkuhn morphology;colitis;large intestinal inflammation;abnormal intestinal epithelium morphology;rectal prolapse;abnormal enterocyte morphology;small intestinal inflammation;abnormal intestine physiology;intestinal inflammation;abnormal intestinal mucosa morphology;increased intestinal adenocarcinoma incidence;abnormal colon morphology;increased susceptibility to induced colitis;increased colon adenocarcinoma incidence;abnormal large intestine morphology;cecum inflammation	True
ENSG00000136634	IL10	immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections syndrome	MONDO_0016542	ENSMUSG00000016529	MP_0005387	immune system phenotype	MP_0008641;MP_0008646;MP_0008713;MP_0008721;MP_0005362;MP_0002816;MP_0003304;MP_0004955;MP_0008735;MP_0008599;MP_0008250;MP_0008750;MP_0002499;MP_0005027;MP_0005095;MP_0008553;MP_0008751;MP_0000322;MP_0001845;MP_0008577;MP_0005014;MP_0008596;MP_0000693;MP_0000708;MP_0001601;MP_0002419;MP_0002148;MP_0004946;MP_0008097;MP_0003306;MP_0008614;MP_0001858;MP_0004752;MP_0005042;MP_0000717;MP_0008246;MP_0008121;MP_0001790;MP_0002497;MP_0005015;MP_0005025;MP_0003009;MP_0008617;MP_0008638;MP_0008808;MP_0008594;MP_0008537;MP_0008566;MP_0008595;MP_0002534;MP_0005617;MP_0008500;MP_0008499;MP_0008752;MP_0009481;MP_0008074;MP_0008477;MP_0002412	increased circulating interleukin-1 beta level;abnormal circulating interleukin-12b level;abnormal cytokine level;abnormal chemokine level;abnormal Langerhans cell physiology;colitis;large intestinal inflammation;increased thymus weight;increased susceptibility to endotoxin shock;increased circulating interleukin-2 level;abnormal myeloid leukocyte morphology;abnormal interferon level;chronic inflammation;increased susceptibility to parasitic infection;T細胞の細胞増殖減少;increased circulating tumor necrosis factor level;abnormal interleukin level;increased granulocyte number;abnormal inflammatory response;increased circulating interferon-gamma level;B細胞数の増加;increased circulating interleukin-6 level;spleen hyperplasia;thymus hyperplasia;abnormal myelopoiesis;abnormal innate immunity;abnormal hypersensitivity reaction;abnormal regulatory T cell physiology;increased plasma cell number;small intestinal inflammation;increased circulating interleukin-17 level;intestinal inflammation;decreased length of allograft survival;abnormal level of surface class II molecules;abnormal lymphocyte cell number;abnormal leukocyte morphology;increased myeloid dendritic cell number;abnormal immune system physiology;IgE値上昇;T細胞数の増加;abnormal response to infection;abnormal cytokine secretion;increased circulating interleukin-12 level;increased circulating interleukin-1 alpha level;decreased spleen iron level;decreased circulating interleukin-10 level;increased susceptibility to induced colitis;increased interferon-gamma secretion;abnormal circulating interleukin-6 level;abnormal type IV hypersensitivity reaction;increased susceptibility to type IV hypersensitivity reaction;IgG2a値の上昇;IgG1値の上昇;abnormal tumor necrosis factor level;cecum inflammation;CD4陽性アルファ-ベータ型T細胞数の増加;decreased spleen red pulp amount;increased susceptibility to bacterial infection	True
ENSG00000136634	IL10	immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections syndrome	MONDO_0016542	ENSMUSG00000016529	MP_0005390	skeleton phenotype	MP_0010962;MP_0005508;MP_0009346;MP_0030466;MP_0002896;MP_0008395;MP_0010869;MP_0003795;MP_0001533;MP_0010873;MP_0003109;MP_0010124;MP_0004991;MP_0000130	decreased compact bone mass;abnormal skeleton morphology;decreased trabecular bone thickness;alveolar process atrophy;abnormal bone mineralization;abnormal osteoblast differentiation;decreased bone trabecula number;abnormal bone structure;abnormal skeleton physiology;decreased trabecular bone mass;short femur;decreased bone mineral content;decreased bone strength;abnormal trabecular bone morphology	True
ENSG00000136802	LRRC8A	agammaglobulinemia	MONDO_0015977	ENSMUSG00000007476	MP_0005387	immune system phenotype	MP_0005095;MP_0008215;MP_0005089;MP_0008075;MP_0000692;MP_0000703;MP_0004973;MP_0002375;MP_0008079;MP_0008190;MP_0010134;MP_0010136;MP_0004917;MP_0010132;MP_0008182;MP_0013592;MP_0005017;MP_0005092;MP_0014180;MP_0000715;MP_0005018;MP_0002444;MP_0008186;MP_0013741;MP_0000706;MP_0002144;MP_0009541;MP_0001823;MP_0003763;MP_0008209;MP_0008500;MP_0002145	T細胞の細胞増殖減少;decreased immature B cell number;decreased double-negative T cell number;CD4陽性アルファ-ベータT型細胞数の減少;small spleen;abnormal thymus morphology;increased regulatory T cell number;abnormal thymus medulla morphology;CD8陽性T細胞数の減少;decreased transitional stage B cell number;DN3胸腺細胞数の減少;DN4胸腺細胞数の減少;T細胞選択の異常;DN2胸腺細胞数の減少;decreased marginal zone B cell number;small thymus cortex;B細胞数の減少;decreased double-positive T cell number;abnormal thymus apoptosis;decreased thymocyte number;T細胞数の減少;T細胞生理異常;B細胞前駆細胞数の増加;absent thymus corticomedullary boundary;small thymus;B細胞分化異常;increased thymocyte apoptosis;thymus hypoplasia;abnormal thymus physiology;decreased pre-B cell number;IgG2a値の上昇;T細胞分化異常	True
